3,0.577350269,-1.078462715,0,1.078462715,0.244419823,0.511160354,0.244419823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.447213595,-1.69538355,-0.803454384,0,0.803454384,1.69538355,0.075110102,0.247654157,0.354471482,0.247654157,0.075110102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.377964473,-2.107361692,-1.329872113,-0.648762461,0,0.648762461,1.329872113,2.107361692,0.028799778,0.109875486,0.222379075,0.277891322,0.222379075,0.109875486,0.0287997778295388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
